"","reference_no","pubyr","author1last","author2last","reftitle","doi","publication_type","complete_aff","grid_code","samp_country","aff_country1","aff_country2","aff_country3","aff_country4","aff_country5","aff_country6","aff_country7","aff_country8","aff_country9","aff_country10","aff_country11","aff_country12","aff_country13","aff_country14","aff_country15","aff_country16"
"19127","70653",1994,"Dozo","","Interpretacion del molde endocraneano de Eucholoeops fronto, un Megalonychidae (Mammalia, Xenarthra, Tardigrada) del Mioceno temprano de Patagonia (Argentina)","","journal article","Unknown","","Argentina","Unknown","","","","","","","","","","","","","","",""
"19128","9166",1994,"Dronov","Melnikova","Facies zonation of the Triassic basin in the SE Pamirs","","journal article","Unknown","","Tajikistan","Unknown","","","","","","","","","","","","","","",""
"19131","58544",1994,"Dutuit","Heyler","Rachitomes, LÃƒÂ©pospondyles et Reptiles due Stephanien (Carbonifere superieur) du basin de Montceau-les-Mines (Massif central, France). In: Quand le Massif Central etait sout l'equateur: un ecosysteme Carbonifere a Montceau-les-Mines","","book/book chapter","Unknown","","France","Unknown","","","","","","","","","","","","","","",""
"19137","5435",1994,"Eisenmann","","Equidae of the Albertine rift valley,Uganda","","book/book chapter","Unknown","","Uganda","Unknown","","","","","","","","","","","","","","",""
"19138","17588",1994,"Eliasova","","SclÃƒÂ©ractiniaires de Stranska skala (Oxfordien infÃƒÂ©rieur/supÃƒÂ©rieur, Brno, RÃƒÂ©publique tchÃƒÂ¨que) [Scleractinians of Stranska skala (Lower/Upper Oxfordian, Brno, Czech Republic)]","","journal article","Unknown","","Czechia","Unknown","","","","","","","","","","","","","","",""
"19139","28759",1994,"Eliasova","","Latomeandrides (Scleractiniaires) du Cretace superieur de Boheme (Republique tcheque) [Latomeandridae (Scleractinia) from the Upper Cretaceous of Bohemia (Czech Republic)]","","journal article","Unknown","","Czechia","Unknown","","","","","","","","","","","","","","",""
"19141","42024",1994,"Emeljanov","","The first fossil find of the Family Derbidae and a redescription of the Paleogene genus Hooleya Cockerell (Achilidae) (Insecta: Homoptera, Fulgoroidea)","","journal article","Unknown","","Poland","Unknown","","","","","","","","","","","","","","",""
"19142","28285",1994,"Emerson","Emerson","Texas Cretaceous ammonites and nautiloids","","serial monograph","Unknown","","United States","Unknown","","","","","","","","","","","","","","",""
"19143","31268",1994,"Ensom","","A new vertebrate trackway from the Intermarine Member, Purbeck Limestone Formation, Dorset","","journal article","Unknown","","United Kingdom","Unknown","","","","","","","","","","","","","","",""
"19144","31269",1994,"Ensom","Evans","The fauna and flora of the Sunnydown Farm footprint site and associated sites: Purbeck Limestone Formation, Dorset","","journal article","Unknown","","United Kingdom","Unknown","","","","","","","","","","","","","","",""
"19152","5070",1994,"Evenhuis","","","","book","Unknown","","Poland","Unknown","","","","","","","","","","","","","","",""
"19153","5070",1994,"Evenhuis","","","","book","Unknown","","Russia","Unknown","","","","","","","","","","","","","","",""
"19154","13973",1994,"Faccio","","Dinosaurian eggs from the Upper Cretaceous of Uruguay","","book/book chapter","Unknown","","Uruguay","Unknown","","","","","","","","","","","","","","",""
"19158","5431",1994,"Faure","","Hippopotamidae,Mammalia,Artiodactyla from the Western Rift,Lake Albert Basin,Uganda;preliminary study","","book/book chapter","Unknown","","Uganda","Unknown","","","","","","","","","","","","","","",""
"19160","32768",1994,"Feng","Qian","Study of Monoplacophora and Gastropoda from the Lower Cambrian Xinji Formation in Ye Xian, Henan","","journal article","Unknown","","China","Unknown","","","","","","","","","","","","","","",""
"19161","27000",1994,"FernÃƒÂ¡ndez-MartÃƒÂ­nez","Soto","An example of reef development in the Middle Devonian (CandÃƒÂ¡s Fm., Givetian) in the Cantabrian Mountains (NW Spain)","","journal article","Unknown","","Spain","Unknown","","","","","","","","","","","","","","",""
"19162","48002",1994,"FernÃƒÂ¡ndez-Rubio","PeÃƒÂ±alver","Un nuevo ejemplar fÃƒÂ³sil de Zygaena? turolensis FernÃƒÂ¡ndez-Rubio, PeÃƒÂ±alver & MartÃƒÂ­nez-DelclÃƒÂ²s, 1991 (Lepidoptera; Zygaenidae)","","journal article","Unknown","","Spain","Unknown","","","","","","","","","","","","","","",""
"19165","27326",1994,"FlÃƒÂ¼gel","","Rugosa aus dem ""Mittel""-Perm des Zentralen Elburz (Iran)","","journal article","Unknown","","Iran","Unknown","","","","","","","","","","","","","","",""
"19166","59636",1994,"Flynn","Cheema","Baluchimyine rodents from the Zinda Pir Dome, western Pakistan: systematics and biochronologic implications","","journal article","Unknown","","Pakistan","Unknown","","","","","","","","","","","","","","",""
"19172","1547",1994,"Fremd","","John Day Basin paleontology field trip guide and road log: Society of Vertebrate Paleontology","","journal article","Unknown","","United States","Unknown","","","","","","","","","","","","","","",""
"19173","6219",1994,"Fremd","","Personal communication regarding John Day faunas","","","Unknown","","United States","Unknown","","","","","","","","","","","","","","",""
"19177","28004",1994,"Frickhinger","","Die Fossilien von Solhnofen","","book/book chapter","Unknown","","Germany","Unknown","","","","","","","","","","","","","","",""
"19179","51472",1994,"Fujiyama","","Two parasitic wasps from Aptian (Lower Cretaceous) Choshi amber, Chiba, Japan","","journal article","Unknown","","Japan","Unknown","","","","","","","","","","","","","","",""
"19183","41329",1994,"Garassino","","The macruran decapod crustaceans of the Upper Cretaceous of Lebanon","","journal article","Unknown","","Lebanon","Unknown","","","","","","","","","","","","","","",""
"19198","54982",1994,"Goodall","","Chilean dolphin Cephalorhynchus eutropia (Gray, 1846)","","book chapter","Unknown","","Chile","Unknown","","","","","","","","","","","","","","",""
"19202","29685",1994,"Goryunova","","The taxonomic rank and phylogeny of the timanodictyoid bryozoans","","journal article","Unknown","","Russia","Unknown","","","","","","","","","","","","","","",""
"19204","27058",1994,"Goudon","","Devonian tetracoral assemblages and their distribution in Guangxi, China","","journal article","Unknown","","China","Unknown","","","","","","","","","","","","","","",""
